Timestamp,Interface,kbps_In,kbps_Out,Total_MB_In,Total_MB_Out
2026-04-04 09:51:20,ether1-Starlink,0.53,0.88,1166.19,281.64
2026-04-04 09:51:20,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:20,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:20,ether5-LAN,10.97,97.17,355.79,1756.43
2026-04-04 09:51:21,ether1-Starlink,0.51,0.51,1166.19,281.64
2026-04-04 09:51:21,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:21,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:21,ether5-LAN,8.69,84.26,355.79,1756.44
2026-04-04 09:51:22,ether1-Starlink,9.1,6.65,1166.19,281.64
2026-04-04 09:51:22,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:22,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:22,ether5-LAN,17.46,115.17,355.79,1756.45
2026-04-04 09:51:23,ether1-Starlink,2.24,2.63,1166.19,281.64
2026-04-04 09:51:23,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:23,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:23,ether5-LAN,10.57,87.96,355.79,1756.46
2026-04-04 09:51:24,ether1-Starlink,1.18,1.18,1166.19,281.64
2026-04-04 09:51:24,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:24,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:24,ether5-LAN,10.8,93.61,355.79,1756.48
2026-04-04 09:51:25,ether1-Starlink,1.32,12.42,1166.19,281.64
2026-04-04 09:51:25,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:25,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:25,ether5-LAN,9.16,92.58,355.8,1756.49
2026-04-04 09:51:26,ether1-Starlink,81.04,83.68,1166.2,281.65
2026-04-04 09:51:26,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:26,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:26,ether5-LAN,93.41,166.88,355.81,1756.51
2026-04-04 09:51:27,ether1-Starlink,37.9,23.43,1166.21,281.65
2026-04-04 09:51:27,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:27,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:27,ether5-LAN,34.26,132.18,355.81,1756.53
2026-04-04 09:51:28,ether1-Starlink,3.96,3.35,1166.21,281.65
2026-04-04 09:51:28,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:28,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:28,ether5-LAN,10.14,88.17,355.81,1756.54
2026-04-04 09:51:29,ether1-Starlink,0.54,0.89,1166.21,281.65
2026-04-04 09:51:29,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:29,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:29,ether5-LAN,6.41,30.97,355.81,1756.54
2026-04-04 09:51:30,ether1-Starlink,1.11,1.25,1166.21,281.65
2026-04-04 09:51:30,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:30,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:30,ether5-LAN,9.27,86.52,355.81,1756.55
2026-04-04 09:51:31,ether1-Starlink,1.0,1.19,1166.21,281.65
2026-04-04 09:51:31,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:31,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:31,ether5-LAN,10.8,98.7,355.82,1756.56
2026-04-04 09:51:33,ether1-Starlink,2.8,2.79,1166.21,281.65
2026-04-04 09:51:33,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:33,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:33,ether5-LAN,12.0,90.12,355.82,1756.58
2026-04-04 09:51:34,ether1-Starlink,0.51,0.51,1166.21,281.65
2026-04-04 09:51:34,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:34,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:34,ether5-LAN,10.51,94.65,355.82,1756.59
2026-04-04 09:51:35,ether1-Starlink,1.16,0.96,1166.21,281.65
2026-04-04 09:51:35,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:35,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:35,ether5-LAN,9.71,95.31,355.82,1756.6
2026-04-04 09:51:36,ether1-Starlink,40.02,41.99,1166.22,281.66
2026-04-04 09:51:36,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:36,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:36,ether5-LAN,41.71,209.58,355.83,1756.63
2026-04-04 09:51:37,ether1-Starlink,25.32,10.23,1166.22,281.66
2026-04-04 09:51:37,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:37,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:37,ether5-LAN,38.26,128.07,355.83,1756.64
2026-04-04 09:51:38,ether1-Starlink,3.56,2.52,1166.22,281.66
2026-04-04 09:51:38,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:38,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:38,ether5-LAN,10.34,89.16,355.83,1756.65
2026-04-04 09:51:39,ether1-Starlink,4.89,4.5,1166.22,281.66
2026-04-04 09:51:39,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:39,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:39,ether5-LAN,15.28,100.01,355.83,1756.67
2026-04-04 09:51:40,ether1-Starlink,3.79,7.61,1166.22,281.66
